jee_main_score,jee_advanced_score,mock_test_score_avg,school_board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,admission_taken,dropout
75.25,92.8,59.92,0,75.28,1,0,4.5,0,1,1,2,1,0,1
51.73,61.6,78.65,2,84.79,1,1,7.5,0,1,0,1,1,1,0
52.3,30.78,84.78,1,68.57,1,2,4.6,1,2,2,1,0,0,0
61.94,34.02,77.37,0,62.73,1,1,4.5,0,1,2,0,1,1,0
69.01,66.54,65.42,2,73.14,1,1,5.8,2,0,1,0,1,0,0
76.35,75.82,69.69,0,74.39,2,0,6.9,2,0,1,0,0,0,0
92.65,72.01,49.7,1,65.91,2,0,1.8,1,1,0,2,0,1,1
84.01,68.68,66.39,0,95.96,2,0,2.3,1,2,1,0,1,1,0
69.76,84.6,57.67,0,70.21,1,0,3.9,0,1,1,2,1,1,0
71.73,57.37,76.33,0,63.46,1,2,10.0,0,1,0,0,1,0,1
57.96,80.32,98.87,1,74.06,2,1,4.0,1,0,1,0,0,0,0
71.74,39.89,74.0,2,84.08,1,0,4.3,0,3,1,1,1,0,1
67.96,51.52,44.11,2,75.17,2,0,5.7,1,3,1,1,0,1,0
76.52,37.09,63.67,2,79.86,1,1,6.5,1,1,1,2,0,0,0
60.42,61.6,69.47,2,66.28,2,2,4.8,2,2,0,0,0,0,0
79.27,65.26,69.05,1,89.88,2,1,6.8,0,0,0,2,1,0,1
93.46,67.83,59.23,0,80.62,1,0,2.1,1,3,1,1,0,1,0
70.48,66.99,70.94,2,85.48,1,0,3.0,2,1,2,1,1,0,0
77.62,51.16,53.09,2,78.65,1,2,6.8,1,2,0,1,0,0,0
81.66,62.96,56.66,1,83.25,1,0,4.5,0,0,2,1,1,0,1
66.38,42.04,75.75,0,66.27,1,0,2.0,2,3,1,2,1,0,0
75.14,87.81,55.81,0,70.09,2,2,1.9,0,3,1,0,1,1,0
72.18,61.14,74.46,2,88.46,1,2,2.9,2,3,0,2,1,0,0
73.37,58.18,51.57,2,90.6,2,0,4.5,0,2,2,0,0,1,0
61.18,91.42,89.18,0,63.53,1,0,5.4,1,2,0,1,1,0,0
72.34,46.12,58.71,1,77.5,2,2,3.8,1,2,0,2,0,1,0
78.97,47.99,65.32,0,70.69,2,0,5.3,1,1,0,0,0,0,0
92.32,48.46,71.97,0,68.03,2,1,3.6,0,0,1,0,0,1,0
85.43,64.91,61.22,2,77.85,1,1,6.9,2,1,2,1,0,0,0
100.0,72.91,69.72,1,86.41,2,1,9.6,0,0,1,0,0,0,1
61.26,77.83,74.9,1,79.52,1,0,3.7,1,2,1,0,1,0,0
84.21,100.0,79.53,1,71.8,2,2,5.5,0,3,1,2,0,0,1
74.57,30.01,77.5,2,80.15,1,0,5.3,2,2,0,1,1,1,0
100.0,75.74,65.94,1,71.4,2,0,4.8,1,1,1,1,1,1,0
60.68,57.09,66.24,1,79.12,1,2,5.8,0,2,1,0,1,1,0
60.24,56.62,96.19,2,88.96,1,2,5.5,1,2,1,0,1,0,0
63.61,56.08,79.4,0,54.23,2,1,3.6,0,2,1,1,0,1,0
42.27,51.46,56.94,1,82.97,2,1,7.1,0,3,1,1,0,0,1
64.64,92.95,69.2,0,59.61,1,0,4.9,1,0,1,1,0,1,0
61.37,79.48,63.98,1,87.28,2,0,3.7,2,0,2,0,1,0,0
74.11,66.37,66.38,0,68.63,1,1,9.4,1,1,0,0,1,0,0
76.78,87.62,53.25,0,62.82,1,1,4.3,2,0,1,1,0,0,0
98.27,41.8,63.06,2,81.95,2,2,5.0,1,2,0,1,0,0,0
85.31,44.71,89.74,2,78.64,1,0,4.9,1,3,2,0,1,0,0
63.92,31.15,74.95,1,65.01,2,2,4.2,1,2,2,0,0,1,0
59.42,54.81,38.11,1,62.47,1,0,5.4,0,2,0,0,1,0,1
78.89,68.59,82.6,2,73.13,1,0,2.8,0,1,2,2,1,1,0
53.52,67.65,81.08,1,62.96,1,0,5.7,2,2,1,1,0,1,0
97.64,68.39,63.69,1,64.39,1,1,1.0,1,2,2,2,0,0,1
88.51,43.42,76.61,2,76.16,2,0,1.9,0,1,1,2,1,0,1
65.43,78.85,57.69,0,65.34,1,0,8.2,0,0,0,0,1,1,0
48.02,69.83,62.36,1,79.27,2,2,2.0,1,0,0,1,0,1,0
90.95,77.73,85.98,2,89.9,1,0,0.6,1,0,0,0,0,0,0
70.4,35.72,64.74,1,73.51,1,0,2.0,1,1,0,0,0,1,0
89.33,70.98,45.56,1,76.3,2,1,8.0,2,1,0,0,0,1,0
49.68,47.0,67.24,2,95.18,1,2,0.9,1,3,0,0,1,1,1
63.61,59.64,67.06,2,63.12,1,0,2.6,0,3,1,1,1,0,1
72.07,74.55,82.38,1,86.91,2,0,1.6,0,2,0,1,1,1,0
72.66,67.46,68.17,1,85.71,1,1,4.0,1,2,2,0,1,0,0
65.7,52.38,62.94,0,83.54,1,0,3.6,2,1,1,2,1,1,0
80.72,66.1,80.54,0,87.92,1,0,3.5,2,1,1,0,0,1,0
57.05,41.5,69.45,2,77.81,2,1,8.2,0,3,1,2,1,0,1
70.01,84.4,59.0,1,69.17,2,0,2.1,2,2,1,2,1,0,0
73.68,62.72,81.86,2,85.95,2,0,4.3,1,2,0,0,0,0,0
79.2,83.9,70.32,2,86.33,2,0,5.2,2,2,0,1,1,0,0
81.96,57.58,68.04,1,86.05,2,0,2.5,2,0,0,0,0,1,0
56.26,57.62,70.13,0,75.45,2,2,5.5,0,3,2,1,0,1,0
50.52,53.77,55.15,2,67.84,2,2,3.7,0,0,0,2,1,1,0
89.89,80.02,61.67,2,76.91,2,1,5.2,0,2,0,1,1,1,0
76.65,54.65,68.04,1,84.42,1,1,4.3,2,1,2,1,1,1,0
61.52,76.31,65.66,0,85.24,2,1,0.4,0,3,0,1,1,1,0
93.72,59.88,83.27,0,70.7,1,2,7.1,0,0,0,0,0,1,0
73.62,34.38,70.61,1,78.15,1,0,8.6,2,2,1,2,0,0,0
88.51,56.87,78.26,2,61.91,1,2,4.1,2,0,0,2,0,1,0
72.95,47.13,68.11,1,84.85,1,0,2.7,2,1,2,1,1,0,0
100.0,66.54,80.68,1,67.17,1,0,7.5,1,3,1,2,0,1,0
96.57,46.95,72.77,0,82.85,2,0,8.3,1,1,2,1,1,1,0
68.51,80.82,68.16,2,63.51,2,1,4.2,2,1,2,1,0,1,0
85.6,64.54,67.84,2,85.31,1,2,4.1,0,3,0,1,0,1,0
81.04,63.16,56.55,0,78.22,2,0,4.3,2,2,1,1,1,0,0
91.16,76.49,74.08,2,67.19,2,0,1.2,1,2,0,0,0,1,0
58.49,81.42,67.52,2,81.91,2,2,3.9,0,0,1,1,1,1,0
81.6,65.68,61.98,1,69.1,2,0,7.9,1,2,1,2,0,1,0
86.82,53.66,81.28,1,82.5,2,1,4.2,1,2,1,0,0,1,0
47.38,37.62,53.0,1,72.26,1,2,2.4,1,2,2,2,1,1,1
55.43,55.02,62.93,2,57.79,1,2,5.5,1,0,0,0,0,1,0
43.45,56.12,80.33,2,65.18,1,0,3.2,0,3,1,1,0,0,1
68.23,67.71,71.79,2,70.7,1,1,4.4,2,2,1,0,0,0,0
82.05,60.48,67.43,2,88.68,1,1,2.0,0,1,2,2,1,0,1
93.03,77.01,71.01,0,84.01,2,0,2.4,2,2,1,0,1,0,0
73.04,56.19,70.15,0,91.24,2,2,6.0,2,2,1,0,1,0,0
94.8,65.09,49.8,2,91.54,1,0,4.7,0,3,0,1,1,0,1
52.68,84.94,63.81,1,69.65,1,1,2.9,2,1,2,1,0,0,0
48.15,71.47,87.4,1,73.12,2,1,4.7,0,0,2,0,0,1,0
71.22,65.04,60.09,0,70.89,2,0,3.3,0,2,1,1,1,0,1
77.38,56.37,64.18,0,68.28,1,2,2.9,2,2,1,1,1,0,0
71.54,55.87,61.5,2,56.59,1,0,6.8,2,2,2,0,0,0,0
43.06,52.39,66.96,2,74.85,2,1,6.1,1,2,1,2,1,0,0
70.75,57.34,61.0,2,62.14,2,1,4.5,2,1,1,1,1,1,0
53.74,78.09,73.84,2,74.66,1,0,4.8,2,3,2,0,1,0,0
81.38,62.45,70.37,2,96.16,2,0,4.5,2,3,1,0,1,0,0
77.13,44.4,77.28,1,69.91,2,0,5.5,0,2,0,0,0,0,1
58.84,94.29,55.39,1,76.95,1,0,2.9,1,0,1,2,0,0,0
64.81,71.12,63.92,2,84.07,2,1,6.2,1,1,2,2,1,1,0
57.17,43.49,65.29,1,77.8,1,2,5.2,0,1,0,2,1,1,0
71.12,58.93,73.47,2,77.92,2,2,4.0,2,0,1,1,0,0,0
85.37,67.77,58.48,2,71.38,1,0,3.5,2,2,0,0,0,1,0
58.2,93.27,78.99,0,72.68,2,0,6.2,0,2,2,0,1,0,1
79.06,48.27,82.24,1,65.4,2,0,4.2,1,2,0,2,0,1,0
64.58,81.62,56.13,1,83.46,1,0,3.1,0,0,1,1,0,1,0
60.9,88.39,62.11,0,57.59,1,2,3.7,0,1,1,1,0,1,0
70.5,55.94,61.62,1,84.71,2,0,6.0,2,3,2,0,0,1,0
57.51,61.56,99.59,0,60.96,1,0,1.3,0,2,0,2,0,0,1
64.25,49.42,62.84,1,84.63,1,0,3.8,0,0,0,0,0,1,0
55.23,62.74,88.13,2,71.46,2,2,6.6,0,0,2,2,1,0,1
99.51,65.41,52.8,0,62.68,2,0,4.2,2,2,2,2,0,0,0
72.49,76.55,56.12,2,80.79,2,2,5.0,2,0,2,0,0,1,0
62.2,83.44,59.76,2,84.29,1,0,6.7,1,2,2,2,1,1,0
75.0,54.03,57.85,1,70.62,2,2,6.3,1,2,1,2,1,1,0
70.43,34.52,64.79,0,82.21,2,0,3.6,1,2,1,2,1,0,0
68.91,65.66,59.49,2,52.15,1,1,4.2,2,1,2,2,1,0,0
80.6,70.7,58.17,2,61.79,1,2,6.3,1,0,2,1,1,1,0
82.61,69.99,81.9,0,87.92,1,1,6.4,0,3,0,2,1,0,1
64.57,60.77,82.69,1,72.76,2,1,4.3,1,1,1,2,1,1,0
63.94,68.0,79.39,2,56.38,1,1,4.4,0,2,0,2,1,1,0
68.15,90.25,74.29,1,68.01,2,0,5.0,1,0,0,0,1,1,0
39.77,72.11,69.11,0,65.77,2,2,7.2,2,3,1,1,0,1,0
50.79,60.03,62.04,1,73.34,2,0,6.6,0,2,2,2,1,0,1
91.14,58.0,56.56,0,71.29,2,0,5.9,0,0,1,2,1,1,0
95.03,63.28,72.36,1,76.79,1,2,2.3,2,2,0,0,0,0,0
68.51,92.19,53.92,1,74.31,1,0,4.0,0,3,1,1,0,0,1
80.07,63.07,56.07,2,88.6,1,0,4.1,1,0,2,1,1,0,0
76.36,65.68,81.83,1,79.25,1,1,7.3,2,3,1,1,1,1,0
100.0,58.28,90.81,2,79.58,2,0,4.0,0,2,2,2,0,0,1
87.67,83.58,72.72,0,86.65,1,0,7.0,2,2,2,1,1,1,0
70.21,97.36,81.28,0,71.11,2,1,3.4,0,3,0,0,1,0,1
58.62,73.21,65.05,2,62.38,1,0,3.5,0,1,0,0,1,1,0
49.51,67.32,51.95,1,87.07,1,2,5.5,2,1,2,2,1,1,0
74.85,66.59,75.35,0,76.36,2,1,7.6,0,0,2,2,1,0,1
61.41,27.85,74.83,0,76.39,2,0,4.1,1,0,0,2,1,0,0
52.09,77.92,68.86,0,68.67,2,0,0.0,1,1,2,2,1,0,1
62.95,68.15,65.09,2,68.83,1,2,1.4,0,3,1,0,1,1,0
56.86,72.85,79.55,0,83.47,2,1,5.1,0,2,2,2,0,1,0
95.62,54.62,56.17,0,84.85,1,1,1.6,1,2,2,2,0,1,1
84.34,59.85,58.71,0,82.84,2,2,2.8,0,0,0,2,1,0,1
71.89,59.42,55.9,0,82.93,1,0,4.5,0,0,0,2,1,1,0
92.72,82.35,69.02,2,80.69,2,1,0.0,2,2,0,0,1,1,0
73.08,59.94,54.95,2,76.32,2,0,3.7,2,1,1,1,1,1,0
59.94,99.32,59.79,1,73.25,2,0,2.2,1,0,2,2,1,1,0
93.32,72.89,59.53,0,87.1,2,2,1.5,1,2,2,0,1,0,0
79.54,45.59,64.87,2,71.26,1,1,2.9,2,0,0,1,0,1,0
57.48,63.94,50.15,1,78.7,1,0,2.4,2,1,2,0,0,0,0
69.34,55.57,69.05,1,66.96,1,2,5.4,1,3,2,1,0,1,0
59.74,30.89,82.97,0,68.41,1,2,6.9,1,0,1,0,1,1,0
52.64,91.59,69.63,1,72.64,2,0,3.8,1,2,2,2,1,1,0
84.97,77.25,86.5,2,66.96,2,0,3.3,2,1,1,1,1,0,0
98.73,74.53,84.01,1,82.98,1,2,3.7,2,2,2,0,0,1,0
52.42,68.65,77.33,1,61.52,1,0,2.3,0,1,0,2,0,0,1
79.88,43.89,68.9,2,75.99,1,1,1.9,1,3,0,2,0,1,1
62.89,58.26,68.27,1,76.33,1,0,1.2,0,3,2,1,1,0,1
65.18,79.47,77.17,1,56.89,1,0,1.8,1,2,0,0,0,1,0
63.71,49.18,63.3,1,70.59,2,0,7.8,2,3,1,2,0,0,0
59.9,25.49,45.41,1,77.56,2,0,3.1,1,0,0,0,0,0,0
72.68,62.37,73.9,0,79.29,1,1,0.0,1,1,1,2,0,1,1
60.37,63.73,54.43,0,72.96,1,0,3.3,2,1,2,2,1,1,0
75.79,68.17,56.45,2,81.77,2,0,1.3,2,1,2,2,1,0,1
71.3,77.66,68.0,1,73.91,1,1,4.6,1,3,0,1,1,1,0
68.65,76.2,66.86,2,75.14,1,2,4.4,1,3,2,0,0,1,0
59.29,70.14,51.06,0,77.52,2,0,4.6,1,0,2,1,0,1,0
63.93,85.13,69.99,1,84.27,2,0,4.4,1,3,1,1,0,0,0
82.58,41.7,79.59,1,68.24,2,1,3.8,1,1,1,1,1,0,0
79.01,74.07,54.46,0,70.13,1,0,1.6,2,0,2,1,1,1,0
58.31,76.02,83.27,1,68.31,1,2,4.4,1,0,0,1,1,1,0
73.39,46.17,49.28,1,71.68,2,0,6.5,2,1,0,2,1,0,0
82.52,41.95,93.41,0,89.26,1,2,8.1,0,2,0,2,0,1,0
48.63,54.06,63.06,2,80.73,1,0,4.0,0,3,2,2,0,1,0
79.61,55.42,69.75,2,63.69,1,0,4.2,1,3,0,1,1,0,0
62.72,78.05,45.3,1,69.0,1,0,5.5,0,1,0,2,0,1,0
79.99,56.17,67.25,0,78.73,1,1,7.5,2,2,2,2,1,0,0
61.31,52.3,70.74,2,65.93,2,1,3.5,0,3,1,2,1,1,0
46.73,56.21,66.97,2,67.75,1,0,5.9,0,2,1,1,1,0,1
49.21,83.9,61.24,1,88.45,2,1,2.9,2,1,2,0,1,0,0
72.67,66.21,56.64,2,68.87,2,1,5.2,1,1,1,0,1,1,0
75.64,63.13,81.57,0,84.55,1,1,6.4,2,2,0,2,1,0,0
59.34,64.24,68.37,2,87.55,2,0,1.9,2,1,2,1,0,1,0
80.94,86.67,86.49,0,67.67,2,0,3.4,1,1,2,0,1,0,0
48.74,54.01,61.68,0,66.1,1,2,6.4,2,0,1,2,0,0,0
71.07,87.05,62.78,1,72.24,2,2,5.7,1,2,2,1,1,1,0
55.05,69.37,77.79,2,64.11,1,1,6.6,2,3,2,0,1,1,0
62.87,63.43,48.52,1,76.21,1,1,6.2,0,3,0,0,1,0,1
72.66,100.0,53.44,2,72.94,2,1,3.8,1,0,2,1,1,1,0
59.95,49.11,81.17,1,78.61,1,0,8.9,1,1,2,0,0,0,0
66.62,60.34,53.94,1,88.97,2,0,4.8,0,1,2,2,1,0,1
86.09,46.28,46.17,1,83.17,2,1,0.0,0,0,2,2,0,0,1
63.92,81.24,90.42,2,79.89,1,1,3.9,1,0,1,1,1,1,0
83.7,93.03,51.27,1,55.34,1,0,3.6,0,1,2,1,1,0,1
56.18,92.72,70.21,0,79.43,1,2,6.1,2,2,0,2,0,1,0
79.42,85.58,68.83,2,92.23,1,1,3.6,2,0,1,1,0,0,0
92.18,62.84,34.27,0,50.0,1,1,6.7,2,2,2,0,0,0,0
37.4,60.16,64.79,1,81.89,1,1,5.6,0,3,1,0,0,1,0
60.84,39.26,73.38,1,73.41,1,1,2.5,0,1,2,0,1,1,0
80.08,98.57,72.25,0,66.5,1,0,4.2,0,2,2,0,0,1,0
69.16,73.5,78.84,1,83.01,1,0,2.9,1,2,1,1,0,0,0
77.2,58.13,63.35,2,92.1,1,0,4.9,2,1,1,0,0,0,0
63.54,87.25,76.55,0,82.75,2,2,2.9,1,1,1,1,1,1,0
73.21,50.44,59.73,2,71.29,2,1,4.6,1,3,1,2,0,1,0
69.82,72.51,51.07,2,65.57,1,2,4.0,1,1,0,0,1,1,0
88.35,63.24,52.43,2,76.45,1,2,4.2,2,2,1,1,0,0,0
75.56,76.22,50.45,1,83.73,1,0,8.6,2,0,0,2,1,0,0
76.73,64.98,80.12,1,71.13,1,1,3.8,2,1,2,0,0,0,0
66.23,42.79,49.83,0,72.1,1,1,0.6,0,1,2,0,0,1,0
65.17,67.21,71.29,0,100.0,2,2,6.5,2,0,1,0,1,0,0
65.94,82.78,64.81,2,85.79,1,0,6.5,0,1,2,1,1,1,0
77.52,65.53,66.77,1,86.5,1,0,0.5,0,1,0,1,1,1,0
66.11,78.4,84.36,1,60.4,2,1,3.1,0,0,0,2,1,1,0
76.06,49.27,62.74,1,67.93,1,1,5.4,2,2,1,0,0,0,0
100.0,65.58,75.34,0,75.75,1,2,5.5,2,3,1,2,0,0,0
84.2,56.01,68.45,1,64.99,2,2,4.5,2,3,1,1,0,0,0
67.44,77.95,66.18,2,91.0,1,0,4.5,2,3,0,0,0,1,0
88.82,66.5,95.6,2,89.1,1,2,2.6,1,2,1,2,0,0,0
66.29,77.04,50.7,2,69.66,2,2,0.0,2,3,0,0,0,0,0
43.47,83.4,83.47,1,92.84,1,0,8.6,2,2,0,1,0,1,0
57.89,77.07,75.88,2,74.96,2,0,2.6,2,1,2,2,1,1,0
45.81,70.37,62.25,2,100.0,1,0,4.9,2,3,2,0,1,1,0
67.08,50.03,87.55,0,76.45,2,0,4.2,2,0,1,0,0,0,0
72.26,65.96,45.82,0,80.76,2,2,6.3,1,2,1,0,0,1,0
95.47,57.47,61.74,1,89.0,1,1,4.7,1,3,1,2,1,1,0
76.58,60.49,53.5,1,87.78,2,0,4.8,0,0,1,1,0,0,1
68.93,60.01,72.95,1,80.11,2,0,0.0,0,3,0,1,1,1,0
83.61,50.32,54.64,1,73.59,1,0,2.8,2,2,1,2,0,1,0
41.04,34.68,73.2,1,80.14,2,2,6.0,0,2,2,0,1,0,1
75.3,55.31,65.76,0,66.84,2,0,5.8,1,1,1,2,1,1,0
82.79,69.09,62.25,0,76.52,1,0,2.6,2,2,0,2,1,0,0
51.3,44.43,72.66,0,63.91,2,1,1.3,0,3,2,1,1,1,0
88.01,66.25,64.78,2,57.19,1,1,4.8,0,2,2,2,1,0,1
76.74,96.4,54.94,2,75.5,2,0,0.0,1,0,1,0,1,1,0
66.19,82.37,100.0,0,87.62,2,0,2.2,2,1,2,1,1,1,0
80.86,92.3,62.15,0,84.26,2,2,8.0,0,1,2,1,1,0,1
100.0,72.26,41.39,1,74.18,2,1,7.4,1,2,1,0,0,0,0
74.55,84.68,57.89,0,92.47,1,0,5.5,2,3,1,2,1,0,0
75.48,54.42,52.79,1,69.31,2,0,5.1,1,1,0,1,1,1,0
65.57,55.69,77.91,0,55.82,1,0,0.6,2,3,2,2,0,1,1
60.1,22.17,71.86,1,53.18,1,2,3.0,2,3,1,0,0,1,0
83.62,84.98,72.78,0,63.19,2,2,3.9,2,0,2,1,0,0,0
60.01,90.65,63.56,1,83.17,1,0,3.1,1,1,1,0,0,1,0
73.0,57.15,64.65,2,68.65,2,0,3.8,2,2,0,1,0,0,0
65.31,61.94,63.55,2,79.61,1,0,7.1,0,3,1,0,0,1,0
78.71,53.94,67.03,1,91.46,2,0,3.4,2,1,1,2,1,0,0
76.67,72.12,78.02,1,64.0,1,0,3.8,2,1,0,0,0,0,0
86.53,84.0,72.03,2,79.78,1,0,6.0,1,3,1,0,0,0,0
64.86,38.12,74.0,0,80.39,2,1,1.7,2,2,0,0,0,0,0
68.22,72.55,73.99,1,66.39,2,0,2.8,0,1,2,0,0,1,0
58.3,61.57,78.61,0,88.54,1,1,3.0,0,1,2,0,0,0,1
65.78,67.81,71.46,2,72.12,1,1,4.6,2,2,2,2,1,1,0
77.28,73.34,72.31,2,71.16,1,0,3.8,1,3,1,2,0,1,0
82.6,62.99,82.27,1,96.12,1,2,3.9,0,3,0,1,1,0,1
59.09,64.34,60.02,0,80.23,1,0,3.2,1,3,1,0,1,0,0
84.17,62.58,57.73,2,84.25,1,0,2.4,2,3,1,2,1,1,0
90.98,81.53,53.77,0,88.55,2,2,5.7,1,2,1,0,1,1,0
77.79,72.7,70.19,2,68.5,2,2,3.8,2,0,0,0,0,1,0
98.28,69.53,45.76,1,87.5,2,0,5.7,2,2,1,1,1,0,0
61.17,45.66,73.55,0,69.98,1,0,2.3,1,2,1,0,0,1,0
54.57,59.94,66.69,0,69.55,1,0,3.2,0,3,0,2,1,1,0
47.1,80.38,81.62,1,72.28,2,0,4.1,2,1,0,1,0,1,0
92.94,66.6,59.94,1,68.78,2,1,4.2,2,2,2,1,0,1,0
81.16,76.55,65.56,1,83.22,2,1,6.0,2,3,0,1,0,1,0
71.22,94.26,81.47,1,77.67,2,2,3.6,0,1,2,0,1,1,0
75.92,82.62,84.6,2,70.09,2,0,6.0,0,2,2,1,0,0,1
56.24,67.49,59.84,0,81.75,2,0,5.2,2,0,1,2,1,0,0
100.0,57.82,70.18,2,72.25,2,2,4.3,0,0,1,2,1,0,1
73.81,25.14,71.53,1,71.72,2,0,2.6,1,3,1,1,0,0,0
73.53,63.31,72.48,2,75.49,1,0,6.0,1,1,1,1,1,0,0
82.16,60.78,64.85,2,79.63,2,2,2.6,1,1,1,1,0,1,0
78.73,72.25,83.38,0,78.9,2,2,4.5,1,3,1,0,0,0,0
75.13,63.54,45.32,0,71.37,2,1,4.4,2,3,1,1,0,1,0
60.93,60.87,62.95,0,83.47,1,2,4.1,1,1,2,1,1,0,0
78.6,37.53,73.38,1,72.78,2,0,3.7,0,0,2,0,0,0,1
98.35,50.96,73.49,1,68.45,1,0,2.9,2,0,1,1,0,0,0
90.84,73.63,84.23,0,60.32,1,0,1.3,0,2,1,1,1,0,1
94.3,93.45,82.38,2,84.83,1,0,7.3,1,2,2,2,1,1,0
64.84,64.44,64.57,0,75.12,1,2,3.5,2,1,2,2,1,1,0
58.15,71.24,83.6,1,77.11,1,0,4.2,2,0,0,2,1,0,0
70.24,81.24,59.43,2,85.46,2,2,4.2,2,2,0,0,0,1,0
72.78,53.03,79.17,1,70.23,2,0,6.7,1,0,1,2,1,0,0
87.32,71.87,89.73,0,61.26,1,0,8.4,0,0,1,2,1,1,0
48.31,54.15,82.58,0,75.7,1,0,4.8,2,1,1,1,1,0,0
93.41,79.84,69.27,2,78.08,1,1,4.2,0,0,2,0,1,1,0
69.79,68.42,64.02,0,72.37,1,0,2.3,1,1,1,1,0,1,0
66.02,70.78,49.66,1,89.74,1,1,1.6,1,2,1,1,1,0,0
57.83,53.48,71.73,1,50.14,2,2,1.0,0,3,1,0,1,0,1
48.83,77.31,54.62,1,86.2,1,1,2.9,2,0,0,0,0,1,0
83.52,99.36,58.48,2,82.91,1,0,0.3,0,3,0,1,1,1,0
73.03,49.87,53.71,1,79.57,1,2,6.7,2,3,1,1,0,0,0
53.94,60.56,62.48,0,50.0,2,0,5.3,2,1,2,1,1,0,0
53.87,69.71,67.66,2,87.84,2,0,4.0,0,0,0,0,0,0,1
67.3,78.58,71.28,1,64.74,2,0,6.7,2,0,1,1,0,0,0
95.37,57.05,60.79,1,69.92,1,1,2.4,2,2,0,1,1,1,0
68.37,20.67,80.83,0,73.29,1,0,2.9,2,3,2,2,0,1,0
50.96,87.75,65.5,0,79.07,2,2,0.6,1,3,2,2,0,0,1
68.56,78.17,58.55,2,81.39,2,0,6.0,2,1,2,2,0,1,0
68.18,38.11,70.72,1,83.93,2,0,2.9,0,0,2,2,0,0,1
34.24,56.28,91.56,1,83.16,1,1,4.5,1,0,1,2,0,1,0
71.24,91.09,72.02,0,77.53,1,2,6.5,2,3,2,1,1,1,0
68.77,89.16,63.65,2,79.16,2,0,7.2,1,2,1,1,1,1,0
81.75,81.02,49.67,0,64.09,2,1,4.4,0,3,2,0,1,1,0
97.89,63.18,65.37,0,67.49,1,0,5.3,1,0,1,0,1,0,0
87.77,67.33,70.82,2,83.95,2,0,2.7,1,1,2,0,0,0,0
68.24,63.91,63.35,1,83.37,1,1,7.9,2,1,1,1,1,1,0
56.51,84.05,48.02,1,82.24,2,1,4.2,0,1,0,2,1,1,0
100.0,51.99,57.79,1,69.86,1,0,4.7,0,0,1,1,1,0,1
72.83,53.11,85.45,2,84.1,1,1,3.7,1,0,1,1,1,0,0
72.2,82.16,85.21,2,63.39,2,1,6.9,2,1,2,0,0,0,0
71.66,65.29,57.36,2,85.77,1,1,4.9,1,0,2,0,0,1,0
74.77,88.06,76.07,2,72.39,1,0,6.0,1,2,0,0,1,0,0
69.98,55.26,53.86,2,91.84,2,0,5.2,1,1,2,0,1,0,0
63.97,65.12,84.85,0,59.79,1,0,4.1,2,2,1,1,0,0,0
64.34,51.24,70.94,1,92.63,2,0,6.4,1,2,2,0,1,1,0
71.54,66.12,79.4,2,71.39,1,1,5.2,2,0,2,2,1,1,0
64.39,42.34,47.42,1,71.21,2,0,2.6,0,0,1,1,1,0,1
62.02,58.2,76.13,2,76.95,1,1,2.5,1,1,0,2,1,0,0
73.49,43.02,67.91,1,68.03,1,1,4.8,0,0,2,1,1,1,0
68.43,77.1,78.22,0,74.28,2,1,6.3,1,2,2,1,1,1,0
93.06,77.47,78.98,1,67.62,2,0,7.8,0,0,1,0,0,1,0
34.89,38.32,68.79,1,67.99,1,1,0.9,2,1,0,2,0,0,1
87.28,87.34,60.79,2,79.87,2,0,4.6,1,3,0,1,0,0,0
89.45,100.0,77.36,1,65.98,2,2,5.5,1,3,2,2,1,1,0
42.97,66.74,67.28,0,67.32,1,2,5.1,2,0,1,1,0,0,0
67.2,55.74,57.53,0,61.27,2,0,6.5,0,3,2,1,1,1,0
66.8,100.0,56.96,0,69.96,1,2,5.8,0,2,1,1,0,1,0
52.29,44.9,50.27,2,88.12,2,0,2.5,2,3,1,2,0,1,0
61.11,66.32,61.88,2,66.54,1,0,2.5,0,3,2,1,0,0,1
56.45,68.87,81.23,2,67.68,2,2,5.1,2,2,1,2,0,0,0
96.53,87.52,70.13,2,76.94,1,0,6.5,0,1,2,2,0,0,1
85.1,71.76,61.64,2,71.29,1,0,4.8,2,3,0,0,1,1,0
89.8,58.02,77.66,0,97.28,2,1,1.3,2,3,0,2,0,1,1
82.1,50.78,58.01,1,73.37,2,0,2.4,2,3,2,1,1,0,0
56.19,60.53,69.14,0,78.35,1,0,5.9,2,1,0,1,1,1,0
64.66,49.89,65.84,2,84.44,2,2,3.8,0,0,0,1,0,1,0
78.85,66.77,77.35,0,84.25,1,1,4.7,1,0,0,1,1,0,0
54.89,56.97,49.07,1,77.33,1,1,6.6,0,1,0,2,1,1,0
81.98,42.1,57.8,2,73.39,2,1,2.1,2,2,1,0,0,0,0
68.64,86.08,48.34,0,95.24,2,0,3.7,1,0,2,2,1,0,0
66.75,58.04,64.88,0,74.0,2,0,3.5,1,1,2,1,0,0,0
81.95,45.71,82.54,1,70.58,1,0,5.2,0,1,0,2,0,1,0
78.22,63.31,61.93,2,68.54,2,0,6.0,2,2,2,0,0,0,0
66.95,67.09,61.87,2,57.73,2,1,1.5,2,1,2,0,0,0,0
88.23,38.06,78.46,1,83.22,2,2,4.5,2,0,2,0,0,1,0
